speaker,text,label
*ARC,euh ça c' est moi il y a pas de doute,joy
*ARC, parce que je savais je m'étais rendu compte que en France il y a pas de ministère les choses se font pas bon,joy
*ARC,après j'ai été quinze jours euh comment ça s' appelle trois semaines ministrable ce qui m' a permis de vérifier que ma séduction avait triplé de volume pendant ces trois semaines ,joy
*ARC,auprès des femmes c' est absolument formidable ,joy
*ARC,j'ai découvert j'en ai appris sur la nature humaine,joy
*ARC,j' ai ça m' a aussi appris des trucs sur moi+même puisque j' ai été déçu de pas l' être et j' ai trouvé que c' était ,sadness
*ARC, euh que donc ça va la connerie va assez vite dans la tronche voilà,joy
*ARC,vous l'avez vu ?,anger
*ARC,ah ben ça moi oui j' ai une opinion là dessus,joy
*ARC,je crois qu' on se démerde et enfin bon ils me le mettront ils me le mettront sur ma tombe,sadness
*ARC,[!=rit] ils me le mettront sur ma tombe,sadness
*ARC,mais je crois que il y a voilà il y a des gens qui se débrouillent chaque année pour que je l'ai pas franchement honnêtement je maintenant je m' en fous,anger
*ARC,ce serait très amusant qu'ils me le donnent mais je sais même pas si j''irai à la remise,surprise
*ARC,en gros on peut résumer Paris à être ce qui s'est fabriqué autour de la Seine et ce qui a résisté sur les monticules,joy
*ARC,dans un système où il y a eu toujours un rapport entre le radial et le concentrique ,joy
*ARC,grands boulevards dans les différentes enceintes qui sont détruits qui reproduisent euh de des circulations pas simplement xx du centre,sadness
*ARC,dans un rapport étroit à la géographie,fear
*ARC, et puis alors dès qu' on sort de de Paris intra+muros par contre toute la production des des banlieues euh elle n' a pas du tout obéit aux mêmes lois elle elle s'est essentiellement fabriqué sur des radiales ,joy
*ARC,de façon très technocratique à base de terrains pas chers à base de circulation rapide,joy
*ARC,et pas du tout euh en regardant de près la géographie euh la Seine est totalement oubliée,sadness
*ARC,dès qu' on passe en banlieue,anger
*ARC, alors que c' est un élément absolument fabuleux de la composition urbaine dans Paris donc euh ,joy
*ARC,la première idée c' est de reprendre à nouveau un travail sur le tissu capillaire parallèle au périphérique euh ,love
*ARC,le périphérique a été une barrière qui a servi uniquement ,sadness
*ARC,au petit Paris et qui dessert totalement la proche couronne,anger
*ARC,donc tout ce qui le double renforce le côté barrière entre Paris et sa banlieue par rapport à la question que pose xx,fear
*ARC,nous on a fait cinq propositions,anger
*ARC,d' abord de multiplier les échanges interbanlieues puisque la structure routière de la région parisienne c'est qu'il faut toujours passer par le centre par le périphérique pour aller d' un point de banlieue à un autre,joy
*ARC, deuxièmement on propose euh de ref~ reboucler la petite ceinture,joy
*ARC, transformer le périphérique en avenues en y installant les gares parisiennes,anger
*ARC,troisièmement on propose d' interconnecter toutes les lignes de métro sur la ligne d' effort la ligne de crête d' efforts qui sont sur la proche couronne et qui sont comme par miracle sur le afin de toutes les lignes de métro parisienne ,joy
*ARC,quatrièmement on propose que la A86 soit enfin faite,joy
*ARC,qu' elle soit faite à la japonaise avec des piles très hautes et qu' elle ne casse pas le rapport qu' il pourrait y avoir entre l' intérieur et l'extérieur,joy
*ARC,cinquièmement on propose que la cent+quatre+vingt+six la nationale soit traitée sur toute la périphérie ,joy
*ARC,du grand Paris comme une avenue Foch avec un système routier et urbain ,fear
*ARC,oui oui oui oui,joy
*ARC,j'ai pas changé mais je me marrais parce que hier je sais pas pourquoi je relisais mes bouquins sur les maoïstes en France ,anger
*ARC,et donc on parlait de Vive+la+Révolution on en a parlé dans toute l'émission ,joy
*ARC,et j' ai je je crois quand j' ai dissous Vive+la+Révolution j'ai dit,sadness
*ARC,alors après deux heures de discours dont je me souviens pas du tout ,fear
*ARC,en quand on se reverra il y aura un mouvement philosophique demain,joy
*ARC,aujourd'hui je pense qu' on va arriver à un mouvement philosophique demain,joy
*ARC,donc je me oui je ça me dé~ j' étais content de m' entendre parce que franchement à un poil près je suis d' accord avec ce que j'ai dit il y a vingt ans,joy
*ARC,c' est pas parce qu' on a dit des choses il y a très longtemps qu'elles ne sont pas justes voilà,joy
*ARC,donc c' est vrai que quand euh Sarkozy a lancé le grand Paris,joy
*ARC,Silvia+Casi mon associée m' a dit tout de suite d' ailleurs on se met au boulot on a même pas attendu d'être pris ,anger
*ARC,et euh moi j' avais peur de pas être pris pour une raison simple parce que je suis le l' idéal ,fear
*ARC, c' est comme l' histoire du grand prix de l' urbanisme,joy
*ARC,je suis le mec idéal euh qu' a eu raison trop tôt,love
*ARC,en France c' est une figure très connue de de notre imaginaire il y a des tas de mecs qui ont eu raison vachement tôt puis alors après on dit ah ben non c' est il avait raison trop tôt,joy
*ARC,le moment où ça arrive on dit ah non pas celui là il avait raison trop tôt non non c' est pas bon là prophète ,anger
*ARC,donc c' est rare qu' on arrive à être là au moment opportun quand on a eu raison trente ans avant bon,joy
*ARC, mais quand même honnêtement j' avais raison trente ans avant,joy
*ARC,en effet toutes les équipes du Grand Paris ont bossé sur la géographie ,anger
*ARC,tout le monde a raconté des histoires tout le monde a mis les gares a commencé à pas à mettre les gares en dehors de Paris,anger
*ARC,euh Christian l'a mis dans la enfin,joy
*ARC,Christian de Portzamparc l'a mis directement là où on le proposait à l'époque et cetera,joy
*ARC,oui oui,joy
*ARC,oui oui ce que je trouve qu' est ce que ce que je pense évidemment de la du Grand Paris par rapport au petit Paris haussmannien ,joy
*ARC,c' est que euh il est il est beaucoup plus composite ,joy
*ARC,et plus il sera composite mieux il se portera,joy
*ARC,mais j' emploie le mot patchwork parce que je pense qu' il faut bien régler les coutures entre les pièces du patchwork puis que par contre,joy
*ARC,plus les pièces sont riches et assez différentes mieux on se porte,joy
*ARC,par contre faut régler les coutures la beauté d' un patchwork c'est les coutures,joy
*ARC,et puis en effet la manière dont les pièces sont disposées donc effectivement,joy
*ARC,en même temps la profusion de pièces euh baroques étranges euh pas parce qu' on fait euh ,surprise
*ARC,euh plat à un endroit qui qu' on a le droit de faire des tours à côté ,fear
*ARC,on peut faire des tours à côté de tours enfin moi je parle d' une bataille de xxxxx à l'échelle urbaine à l' échelle métropolitaine ,fear
*ARC,oui on dit on dit compacité on dit intensité ,love
*ARC,et on dit même densité maintenant,anger
*ARC,et en effet pourquoi parce que tout le monde sait enfin en tout cas il faudrait que tout le monde sache,joy
*ARC,que les grands ensembles de barres et de tours sont très peu denses bien que donne un sentiment de densité accablant parce qu' il y a jamais de ciel au bout des rues,sadness
*ARC,qu'il y a jamais de rue d'ailleurs donc euh,joy
*ARC,que donc c' est pour ça que c' est ça ça donne un sentiment d' étouffement et d' oppression alors que c'est pas dense juridiquement ,fear
*ARC,et par contre euh voilà donc euh ça ça commence à se savoir et et par contre la bonne ville compacte,joy
*ARC, le le le le le quartier dont je vous parlais rue de Bagnolet et que j'ai fait qui est là qu'on peut aller voir pour les auditeurs,joy
*ARC,il y a en plus un resto très sympathique Mama+Shelter bref passons,joy
*ARC,il a un Cos de cinq,joy
*ARC,ah oui c' est vrai pardon non mais c' est moi qui souffre c'est moi qui souffre de ne pas avoir assez de choses à Paris,sadness
*ARC,alors euh il faut savoir que ce quartier là,joy
*ARC,il a un Cos coefficient d' occupation du sol de cinq ,joy
*ARC,c'est+à+dire cinq fois la surface est construite je dis ça pour les auditeurs,joy
*ARC,donc voilà donc euh et pourtant on n' avait absolument pas de sentiment que c'est dense ,joy
*ARC,au contraire il y a un escalier très sympa enfin bref euh voilà ,joy
*ARC,donc la la ques~ enfin oui tous ces mots reviennent,sadness
*ARC,la dérégulation revient il y a plein il y a des bagarres énormes d' ailleurs si on veut faire enfin c'est peut+être l' image les gens l'ont vu Central Park à La+Courneuve,anger
*ARC,bon ben si on veut le faire il faut bouger Natura+2000 c' est+à+dire il faut pouvoir euh euh construire ,joy
*ARC,sur les bords d' une zone Natura+2000 reprendre refaire ailleurs du Natura+2000 ce qu' on a fait d' ailleurs dans la réflexion,sadness
*ARC,restituer mais par contre pour le moment il y a des zones sanctuarisées bon ,joy
*ARC,il y a des endroits euh il y a toutes toutes les équipes ont parlé de dézonage,anger
*ARC,hein il y a un énorme boulot de de Jean+Nouvel sur euh le dézonage comment on arrive à transformer mélanger les usines et l' habitat par exemple,joy
*ARC,non mais c' est c' est vraiment des,anger
*ARC,roh lo lo,joy
*ARC,on a déjà un président on a déjà un mec qui est président banal la banalité devient une obligation non mais c' est vraiment absurde ,sadness
*ARC,et l' ordre des architectes s' oppose à ça,anger
*ARC,j' ai pas vu le monde mais ça m' étonne pas ,surprise
*ARC,vraiment c' est dramatique,sadness
*ARC,de Yves+Lion Yves+Lion et Leclercq très bien,joy
*ARC,ça créé une valeur économique c' est plus sympa on est pas obligé d'avoir tous ces pavillons tous identiques assez bêtes enfin bref,joy
*ARC,du Grand Paris ?,anger
*ARC,enfin non ce qui s' est passé en tout cas euh dans les équipes,joy
*ARC,quand on voit un peu les bes~ les personnes dont il s' agit quand même hein c'est,anger
*ARC,euh enfin bref vous prenez la liste euh,joy
*ARC,euh moi je trouve que euh pendant tout le travail qu' on fait de du concours du Grand Paris enfin de la consultation,joy
*ARC,euh je je pense qu' il y a plutôt eu euh ,joy
*ARC,de la sympathie mutuelle des échanges mutuels que une bataille habituelle comme dans le cadre d' un concours,love
*ARC,on avait déjà gagné le concours bon,joy
*ARC,en plus il y a une histoire longue bon quand je prends les sur les six français,joy
*ARC,Djamel+Klouche c'est un jeune bon il est pas trop dans notre histoire ,joy
*ARC,d' ailleurs c' est le plus influencé par des thèses un peu ou la sienne par exemple,joy
*ARC,mais les autres Yves+Lion Christian+de+Portzamparc Antoine+Grumbach étaient consultants et moi+même on a été lauréats du Pan architecture nouvelle en soixante+quatorze,joy
*ARC,ça fait trente+cinq ans qu' on pense surtout bon c' est pas c' est pas un drame,love
*ARC,ah bah ça vous pouvez raisonner comme ça mais c' est pas tellement le sujet euh,joy
*ARC,on Jean+Nouvel a Cantal+Dupart dans son équipe qui avait fait avec moi le premier Grand Paris,joy
*ARC,euh dans enfin je trouve qu'il y a aucune panique à avoir autour de cette histoire,joy
*ARC,il y a simplement euh Rogers était venu me voir au moment où il faisait le Grand Londres on était copains euh bon bref,anger
*ARC,donc il y avait beaucoup de de comment dire d' histoire commune ,joy
*ARC,et et sur une question aussi sérieuse que la question urbaine c'est pas tout à fait un hasard si euh c'est notre génération qui a quand même le plus accumulé voilà ,joy
*ARC,non,fear
*ARC,ah formidable,joy
*PRE2,la ville de Paris vient d' accepter de céder les quatre+mille à la ville de La+Courneuve qui sera enfin responsable de l' attribution des logements ,love
*PRE2,en contrepartie le gouvernement offre des crédits à la ville de Paris pour bâtir dix+mille HLM et en réhabiliter quinze+mille ,joy
*PRE2,cet accord politique permet de débloquer une situation figée depuis dix ans et de commencer la réhabilitation des quatre+mille ,joy
*PRE2,on engagera des travaux d' urgence dès le quinze octobre sur deux+mille+sept+cents logements en rouge ici coût cinquante+mille francs environ par logement,joy
*PRE2,en attendant qu' au printemps cent+trente+cinq autres logements en bleu soient totalement remis en état ,joy
*PRE3,mais dites moi Roland Castro ce sont les mentalités qu' il faut changer parce que dans un premier temps il faut dire aux banlieusards,sadness
*PRE3,enfin il faut faire en sorte que les banlieusards se sentent bien dans leur banlieue,joy
*PRE3,et puis on peut peut+être dire aux parisiens intra+muros,anger
*PRE3,allez voir un peu franchissez ce qu' on appelle les barrières hein le,fear
*PRE3,franchissez les barrières allez voir c' est pas mal non plus,fear
*PRE3,donc c' est une double démarche ,joy
*PRE4,le nouveau boulevard périphérique de Paris c' est un peu comme le tunnel sous la Manche,joy
*PRE4, il y a des années qu' on en parle et on ne le voit toujours pas venir mais on continue elle étudiait très sérieusement ,anger
*PRE4,le projet le plus couramment avancé consisterait à doubler le périphérique sud qui est saturé par une voie aérienne au dessus de l' actuelle,fear
*PRE4,pour l' instant le ministre de l' environnement Alain+Carignon n' a pas dit non mais il faut encore étudier les incidences de ce projet ,anger
*PRE4,d' autant que d' autres projets sont également à l' étude,fear
*PRE4,pour Roland+Castro le responsable de l' association Banlieues+89 il ne faudrait pas trop créer de coupures entre Paris et la banlieue comme il l' a expliqué à Bernard+Gavignet ,sadness
*CHA,rien n' est jamais acquis à l' homme ni sa force,joy
*CHA,ni sa faiblesse ni son coeur ,sadness
*CHA,et quand il croit ouvrir ses bras son ombre est celle d' une croix,fear
*CHA,et quand il veut serrer son bonheur il le broie,joy
*CHA,sa vie est un étrange et douloureux divorce ,surprise
